station_id,hora,dia_semana,historico_estacion_hora_dia
25,18,5,0.3181818182
25,19,5,0.3181818182
25,20,5,0.3181818182
25,21,5,0.1818181818
25,22,5,0.2272727273
25,23,5,0.2272727273
25,9,6,0.1818181818
25,11,6,0.4090909091
25,13,3,0.04545454545
27,21,6,0.09523809524
27,8,0,0.0
27,0,5,0.8333333333
28,13,3,0.3333333333
28,9,6,0.5
28,11,6,0.6
28,21,6,0.0
29,14,3,0.066666666665
29,15,3,0.033908045974999995
29,16,3,0.0
29,17,3,0.0
29,18,3,0.15
29,19,3,0.133333333315
29,20,3,0.016666666665
29,21,3,0.0
29,22,3,0.0
29,23,3,0.0
29,5,4,0.06666666667
29,6,4,0.08333333333500001
29,7,4,0.066666666665
29,8,4,0.03333333333
29,9,4,0.016666666665
29,10,4,0.016666666665
29,11,4,0.0
29,12,4,0.016666666665
29,13,4,0.0
29,14,4,0.0
29,15,4,0.0
29,16,4,0.0
29,17,4,0.0
29,18,4,0.0
29,19,4,0.1724137931
29,20,4,0.08620689656
29,21,4,0.050574712645
29,22,4,0.01724137931
29,23,4,0.0
29,5,5,0.06896551724
29,6,5,0.06896551724
29,7,5,0.10114942527
29,8,5,0.082258064515
29,9,5,0.03225806452
29,10,5,0.048387096775
29,11,5,0.016666666665
29,12,5,0.0
29,13,5,0.0
29,14,5,0.08333333335
29,15,5,0.16666666665000002
29,16,5,0.099999999985
29,17,5,0.033333333335
29,18,5,0.016666666665
29,19,5,0.03333333333
29,20,5,0.016666666665
29,21,5,0.0
29,22,5,0.0
29,23,5,0.0
29,5,6,0.0
31,0,5,0.1666666667
31,8,0,0.2
